job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
🤓Administrator DevOps🤓,12 000,17 000,PLN,Brandly360,Poznań,Docker,Big Data,Kubernetes,False,False,https://justjoin.it/job-offer/brandly360-administrator-devops-poznan-devops
🌟Java Developer🌟,16 000,21 000,PLN,Brandly360,Poznań,TCP/IP,Linux,Maven,False,False,https://justjoin.it/job-offer/brandly360-java-developer-poznan-java
🧠Programista / Programistka PHP🧠,15 000,19 000,PLN,Brandly360,Poznań,PHP,PostgreSQL,Docker,False,False,https://justjoin.it/job-offer/brandly360-programista-programistka-php-poznan-php
Java Tech Team Lead,25 000,30 000,PLN,UpMenu.com,Łódź,Maven,MySQL,Spring Security,False,True,https://justjoin.it/job-offer/upmenu-com-java-tech-team-lead-lodz-java
Python AI/ML Developer,18 000,22 000,PLN,Deviniti,Wrocław,English,Python,Databases,True,True,https://justjoin.it/job-offer/deviniti-python-ai-ml-developer-wroclaw-ai
Software Engineer (Finance IT),15 000,17 000,PLN,HSBC Service Delivery,Kraków,.Net,Python,English,False,False,https://justjoin.it/job-offer/hsbc-service-delivery-software-engineer-finance-it--krakow-net
Senior Python Consultant,22 000,28 000,PLN,Link Group,Warszawa,Python,Google Cloud Platform,SQL,False,False,https://justjoin.it/job-offer/link-group-senior-python-consultant-warszawa-python
Frontend Mobile Developer,20 800,22 400,PLN,Team Connect,Poland (Remote),Redux,React,TypeScript,False,True,https://justjoin.it/job-offer/team-connect-frontend-mobile-developer-poland-remote--mobile
"Team Leader, Admins/DevOps",25 000,30 000,PLN,Optimo Development,Warszawa,Terraform,Grafana,,True,True,https://justjoin.it/job-offer/optimo-development-team-leader-admins-devops-warszawa-admin
"Team Leader, Admins/DevOps",25 000,30 000,PLN,Optimo Development,Łódź,Leadership,Linux,,True,True,https://justjoin.it/job-offer/optimo-development-team-leader-admins-devops-lodz-devops
Engineering Manager (CRM),21 000,25 000,PLN,Schibsted Tech Polska,Kraków,Dynamics 365,CRM,,True,False,https://justjoin.it/job-offer/schibsted-tech-polska-engineering-manager-crm--krakow-other
Analityk Systemowo-Biznesowy,18 500,25 200,PLN,ITLT,Warszawa,BPMN,UML,Cloud,False,False,https://justjoin.it/job-offer/itlt-analityk-systemowo-biznesowy-warszawa-analytics
IT Project Manager,9 000,12 000,PLN,ADHDEV,Poznań,Agile,Analityczne Myślenie,,True,True,https://justjoin.it/job-offer/adhdev-it-project-manager-poznan-pm
Product Security Architect,17 000,26 000,PLN,Motorola Solutions,Kraków,Cybersecurity,Vulnerability Management,Network Security,False,False,https://justjoin.it/job-offer/motorola-solutions-product-security-architect-krakow-security
Mid/Senior Ruby on Rails Developer,14 000,18 000,PLN,Reffine,Warszawa,Ruby on Rails,Ruby,PostreSQL,False,True,https://justjoin.it/job-offer/reffine-mid-senior-ruby-on-rails-developer-warszawa-ruby-2dc64ec5
Senior Rust Developer - Smart City,19 000,24 000,PLN,Incubly,Łódź,CI/CD,Kubernetes,Rust,False,False,https://justjoin.it/job-offer/incubly-senior-rust-developer---smart-city-lodz-other
Fullstack .NET Developer,12 000,17 000,PLN,SellIntegro,Wrocław,.Net,React,Azure,True,True,https://justjoin.it/job-offer/sellintegro-fullstack-net-developer-wroclaw-net
Delivery Manager,18 000,24 000,PLN,Strix Poland Sp. z o.o.,Kraków,Jira,Magento 2,,False,False,https://justjoin.it/job-offer/strix-poland-sp-z-o-o--delivery-manager-krakow-pm
Tester with API,11 200,18 000,PLN,Aspire Systems Poland,Gdańsk,Swagger,HTTP,Postman,True,True,https://justjoin.it/job-offer/aspire-systems-poland-tester-with-api-gdansk-testing
Azure Solutions Architect,33 000,43 000,PLN,Happy Team,Łódź,Azure DevOps,CosmosDB,English,False,True,https://justjoin.it/job-offer/happy-team-azure-infrastructure-architect--odz-architecture
Mid/ Senior DevOps Engineer,16 000,28 800,PLN,Reply Polska Sp. z o. o.,Katowice,Databases,Terraform,Helm,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o-devops-engineer-katowice-342879
Senior Infrastructure Engineer,30 176,33 439,PLN,Glia,Poland (Remote),Kubernetes,AWS,Terraform,False,True,https://justjoin.it/job-offer/glia-senior-infrastructure-engineer-poland-remote--devops
Senior Fullstack Developer,19 000,22 786,PLN,Jit Team,Warszawa,JavaScript,Hibernate,Maven,True,False,https://justjoin.it/job-offer/jit-team-senior-fullstack-developer-warszawa-java
Specjalista ds. PostgreSQL,19 000,26 250,PLN,Jit Team,Gdańsk,Grafana,PostreSQL,Ubuntu,True,False,https://justjoin.it/job-offer/jit-team-specjalista-ds-postgresql-gdansk-data
SAP Solution Consultant (FI-CA / FI-CO / CC),25 200,30 240,PLN,Experis Manpower Group,Wrocław,SAP CC,SAP CRM,SAP FI-CA,False,True,https://justjoin.it/job-offer/experis-manpower-group-sap-solution-consultant-fi-ca-fi-co-cc--wroclaw-erp
Junior Data Analyst | Python & SQL Server,5 000,8 000,PLN,One Bayt Spółka z o.o.,Wrocław,Flask,Git,T-SQL,False,False,https://justjoin.it/job-offer/one-bayt-spolka-z-o-o--junior-data-analyst-python-sql-server-wroclaw-python
Frontend Developer React,21 000,24 000,PLN,Connectis,Warszawa,Ajax,JSON,REST API,False,False,https://justjoin.it/job-offer/connectis-frontend-developer-react-warszawa-javascript-806c0947
SAP BW/CRM Technology Consultant,23 520,30 240,PLN,Experis Manpower Group,Wrocław,ABAP,SAP BW,SAP CRM,False,True,https://justjoin.it/job-offer/experis-manpower-group-sap-bw-crm-technology-consultant-wroclaw-erp
Backend Team Leader,40 000,45 000,PLN,Yard Corporate,Warszawa,Leadership,Software Development,Backend,False,False,https://justjoin.it/job-offer/yard-corporate-backend-team-leader-warszawa-javascript
PHP Developer,21 840,22 680,PLN,Avenga,Poland (Remote),Laravel,Redis,PHP,False,True,https://justjoin.it/job-offer/avenga-php-developer-poland-remote--php
Senior Magento Backend Developer,18 500,23 500,PLN,Univio,Kraków,Git,PHP 8,Magento 2,True,True,https://justjoin.it/job-offer/univio-senior-magento-backend-developer-krakow-php-360dd5ea
PHP Developer,16 000,21 000,PLN,Luxdone,Kraków,PHP 7,Symfony 4,English,False,False,https://justjoin.it/job-offer/luxdone-php-developer-krakow-php
AWS Cloud Architect,27 000,35 000,PLN,Idego Group,Gdynia,AWS,,,True,True,https://justjoin.it/job-offer/idego-group-aws-cloud-architect-gdynia-devops
Senior/Principal Software Engineer - Carfax Europe,19 000,27 000,PLN,S&P Global,Gdańsk,Java,Python,Agile,False,False,https://justjoin.it/job-offer/s-p-global-senior-principal-software-engineer---carfax-europe-gdansk-java
BI Engineer,25 000,30 000,PLN,ITLT,Warszawa,Tableau,Databricks,Python,False,True,https://justjoin.it/job-offer/itlt-bi-engineer-warszawa-data
Senior Full-Stack with C++,18 000,23 000,PLN,Motorola Solutions,Kraków,TypeScript,C++,JavaScript,False,False,https://justjoin.it/job-offer/motorola-solutions-senior-full-stack-with-c--krakow-c
Senior QA Manual Tester,12 500,16 500,PLN,Degree,Gdańsk,Analytical skills,Test Case Creation,Azure DevOps,False,False,https://justjoin.it/job-offer/degree-senior-qa-manual-tester-gdansk-testing-4c07d040
Senior Frontend Developer (Angular),25 000,27 000,PLN,RITS Professional Services,Warszawa,Jest,CSS,,True,True,https://justjoin.it/job-offer/rits-professional-services-senior-frontend-developer-angular--warszawa-javascript
Hadoop Admin,23 000,25 000,PLN,DCV Technologies,Warszawa,Shell Scripting,Hadoop,UNIX/LINUX,False,False,https://justjoin.it/job-offer/dcv-technologies-hadoop-admin-warszawa-data
Genesys Contact Center Developer,22 000,23 500,PLN,DCV Technologies,Warszawa,Genesys/NICE/Verint Workforce Management,,,False,False,https://justjoin.it/job-offer/dcv-technologies-genesys-contact-center-developer-warszawa-other
Backend Java Developer,15 500,22 400,PLN,Haddad Brands,Zielona Góra,Java,English,MS SQL,True,True,https://justjoin.it/job-offer/haddad-brands-backend-java-developer-zielona-gora-java
Ruby on Rails Developer,23 000,32 000,PLN,iTeamly,Warszawa,Ruby,Ruby on Rails,stimulus,True,True,https://justjoin.it/job-offer/iteamly-ruby-on-rails-developer-warszawa-ruby
C++ Developer with Payments experience,19 000,21 000,PLN,DCV Technologies,Warszawa,"Qt, Boost, and STL",C++,,False,False,https://justjoin.it/job-offer/dcv-technologies-c-developer-with-payments-experience-warszawa-c
Programista aplikacji mobilnych React Native,9 000,14 000,PLN,Mergesoft sp. z o.o.,Poznań,React Native,iOS,Git,False,False,https://justjoin.it/job-offer/mergesoft-sp-z-o-o--programista-aplikacji-mobilnych-react-native-poznan-mobile
Remote Mid .NET Developer,15 000,22 000,PLN,Haddad Brands,Warszawa,MS SQL,Team Player,.Net,True,True,https://justjoin.it/job-offer/haddad-brands-remote-mid-net-developer-warszawa-net-e999410f
Mid Frontend Developer (JavaScript),10 000,14 280,PLN,Relout,Warszawa,JavaScript,Manual Testing,Vue.js,True,True,https://justjoin.it/job-offer/relout-mid-frontend-developer-javascript--warszawa-javascript
Solution Architect (Shopware),17 000,23 000,PLN,mediawave Sp. z o.o.,Opole,Shopware,Architecture,PHP,False,True,https://justjoin.it/job-offer/mediawave-sp-z-o-o--solution-architect-shopware--opole-php
Constraint Programming Engineer,16 000,20 000,PLN,Panowie Programiści,Wrocław,Constraint programming,,,True,True,https://justjoin.it/job-offer/panowie-programisci-constraint-programming-engineer-wroclaw-other
Senior SAP SuccessFactors Consultant,30 240,36 960,PLN,7N,Warszawa,Angielski,Time Sheets,,False,True,https://justjoin.it/job-offer/7n-senior-sap-successfactors-consultant-warszawa-erp
PHP Developer,13 000,16 000,PLN,mohi.to,Warszawa,REST API,Symfony,JavaScript,True,True,https://justjoin.it/job-offer/mohi-to-php-developer-warszawa-php
Shopify Developer,13 000,16 000,PLN,mohi.to,Warszawa,Shopify Plus,CSS,Shopify,True,True,https://justjoin.it/job-offer/mohi-to-shopify-developer-warszawa-other
Cloud Engineer (Python),22 000,28 000,PLN,deepsense.ai,Warszawa,GCP,Python,Kubernetes,True,True,https://justjoin.it/job-offer/deepsense-ai-cloud-engineer-python--warszawa-ai
Senior Fullstack Developer / Tech Lead,16 000,22 000,PLN,MindPal,Gliwice,JavaScript,English,HTML,True,True,https://justjoin.it/job-offer/mindpal-senior-fullstack-developer-tech-lead-gliwice-ai
React Developer,16 800,20 160,PLN,Pretius,Warszawa,JavaScript,React,TypeScript,False,False,https://justjoin.it/job-offer/pretius-react-developer-warszawa-javascript
Release Manager,15 200,21 000,PLN,Jit Team,Gdańsk,Management,Jira,Confluence,True,False,https://justjoin.it/job-offer/jit-team-release-manager-gdansk-pm-f9928347
SAP BW Architect,26 000,30 000,PLN,Bytamic Solutions,Warszawa,SAP BW,Power BI,,True,True,https://justjoin.it/job-offer/bytamic-solutions-sap-bw-architect-warszawa-erp
IT Infrastructure Specialist for EaC Automation,17 100,23 100,PLN,Jit Team,Gdynia,Terraform,Python,Kubernetes,True,False,https://justjoin.it/job-offer/jit-team-it-infrastructure-specialist-for-eac-automation-gdynia-admin
Tech Lead (Germany Technology – Finance and Reporting),28 000,33 000,PLN,HSBC Service Delivery,Kraków,Jira,CI/CD,Spring Boot,False,False,https://justjoin.it/job-offer/hsbc-service-delivery-tech-lead-germany-technology---finance-and-reporting--krakow-java
Solution Architect,29 570,33 270,PLN,Experis Manpower Group,Wrocław,,,,True,True,https://justjoin.it/job-offer/experis-manpower-group-solution-architect-wroclaw-architecture
Data Engineer / Data Platform Developer with .NET,13 000,18 000,PLN,Kambu,Kraków,ELT,Azure Data Factory,.Net,True,True,https://justjoin.it/job-offer/kambu-data-engineer-data-platform-developer-with-net-krakow-data-9467a6b0
JUNIOR Tester firmware/hardware,5 500,7 800,PLN,Kayon,Gdańsk,Manual Testing,Analytical Thinking,Python,False,False,https://justjoin.it/job-offer/kayon-junior-tester-firmware-hardware-gdansk-testing-61d3ffb3
Senior Java Developer,24 000,27 200,PLN,Decerto,Warszawa,Spring Boot,Java,,True,True,https://justjoin.it/job-offer/decerto-senior-java-developer-warszawa-java-fdcd16ec
MID Tester firmware/hardware,7 000,9 500,PLN,Kayon,Gdańsk,Manual Testing,Writing Test Scenarios,Python,False,False,https://justjoin.it/job-offer/kayon-mid-tester-firmware-hardware-gdansk-testing-ab5f2af0
IT Infrastructure Specialist for EaC Automation,17 100,23 100,PLN,Jit Team,Gdynia,Python,Kubernetes,Terraform,True,False,https://justjoin.it/job-offer/jit-team-it-infrastructure-specialist-for-eac-automation-gdynia-other
"SAP BI Developer/Consultant (SAP BW/4HANA, SAP Datasphere)",25 300,36 143,PLN,CODA100,Frankfurt am Main,SAP,SAP HANA,ETL,True,True,https://justjoin.it/job-offer/coda100-sap-bi-developer-consultant-sap-bw-4hana-sap-datasphere--frankfurt-am-main-erp
Senior Software Engineer (Full-Stack AWS),18 000,22 000,PLN,Adtran Networks sp. z o.o.,Gdynia,Angular,AWS,TypeScript,False,False,https://justjoin.it/job-offer/adtran-networks-sp-z-o-o--senior-software-engineer-full-stack-aws--gdynia-python
PL/SQL Developer,10 080,15 120,PLN,7bulls.com,Toruń,Oracle SQL,PL/SQL,Linux,False,False,https://justjoin.it/job-offer/7bulls-com-pl-sql-developer-torun-data
.NET Developer,9 000,12 000,PLN,ADHDEV,Poznań,C#,.NET Core,ASP.NET MVC,True,True,https://justjoin.it/job-offer/adhdev--net-developer-poznan-net
IT Project Manager,9 000,12 000,PLN,ADHDEV,Poznań,Agile,Analityczne Myślenie,,True,True,https://justjoin.it/job-offer/adhdev-it-project-manager-poznan-net
Web Developer,8 000,12 000,PLN,Diagnostyka Digital Hub,Kraków,PHP,REST API,MySQL,False,False,https://justjoin.it/job-offer/diagnostyka-digital-hub-web-developer-krakow-php
QA Automation Engineer (Python) - Smart City,14 000,18 000,PLN,Incubly,Łódź,REST,Git,Bitbucket,False,False,https://justjoin.it/job-offer/incubly-qa-automation-engineer-python---smart-city-lodz-testing
Devops SRE,150,189,,Antal Sp. z o.o.,Kraków,Java,CI/CD,,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--devops-sre-krakow-java-29b80e35
Senior RPA specialist (Office),14 000,20 000,PLN,TransactionLink,Warszawa,Analityczne Myślenie,RPA,Business Analysis,False,False,https://justjoin.it/job-offer/transactionlink-senior-rpa-specialist-warszawa-admin
Senior RPA specialist (Office),14 000,20 000,PLN,TransactionLink,Warszawa,Analityczne Myślenie,Jira,RPA,False,False,https://justjoin.it/job-offer/transactionlink-senior-rpa-specialist-warszawa-analytics
Senior RPA specialist (Office),14 000,20 000,PLN,TransactionLink,Warszawa,Analityczne Myślenie,RPA,Jira,False,False,https://justjoin.it/job-offer/transactionlink-senior-rpa-specialist-warszawa-support
Senior Vue Developer (praca zdalna),20 000,25 000,PLN,The Codest,Warszawa,Vue,Vue.js,SASS,False,True,https://justjoin.it/job-offer/the-codest-senior-vue-developer-praca-zdalna--warszawa-javascript
Specjalista ds. Parametryzacji,110,130,,Antal Sp. z o.o.,Warszawa,Microsoft Office,MS SQL,,False,True,https://justjoin.it/job-offer/antal-sp-z-o-o--specjalista-ds-parametryzacji-warszawa-admin
Senior UX/UI Developer,18 480,23 520,PLN,Antal Sp. z o.o.,Warszawa,UX/UI,Figma,Zeplin,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--senior-ux-ui-developer-warszawa-ux
Starszy Programista Java,17 000,24 000,PLN,Atende Industries,Warszawa,Hibernate,Git,Java,False,False,https://justjoin.it/job-offer/atende-industries-starszy-programista-java-warszawa-java
Penetration tester,8 000,14 500,PLN,LogicalTrust,Wrocław,penetration testing,,,True,True,https://justjoin.it/job-offer/logicaltrust-penetration-tester-wroc-aw-security
Programista C++,16 000,22 000,PLN,Atende Industries,Warszawa,TCP/IP,GNU,Linux,False,False,https://justjoin.it/job-offer/atende-industries-programista-c--warszawa-c
Senior Software Engineer,25 000,30 000,PLN,Commerce Media Tech,Kraków,Java,Microservices,PostreSQL,False,False,https://justjoin.it/job-offer/commerce-media-tech-senior-software-engineer-krakow-java
Mid/ Senior DevOps Engineer,9 000,22 000,PLN,Reply Polska Sp. z o. o.,Katowice,Azure,Helm,Kubernetes,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--mid-senior-devops-engineer-katowice-devops
Senior Software Engineer,25 000,30 000,PLN,Nomagic,Warszawa,Python,English,Technical leadership,False,False,https://justjoin.it/job-offer/nomagic-senior-software-engineer-warszawa
Business - System Analyst,18 000,20 000,PLN,SCALO,Warszawa,Microsoft SQL,Confluence,Jira,False,True,https://justjoin.it/job-offer/scalo-business---system-analyst-warszawa-analytics
IT Project Manager (banking/financial services),23 520,25 200,PLN,emagine Polska,Gdańsk,Project Management,Jira,,False,False,https://justjoin.it/job-offer/emagine-polska-it-project-manager-banking-financial-services--gdansk-pm
Quality Assurance Specialist (SAP BRIM),16 800,21 840,PLN,Experis Manpower Group,Wrocław,SAP BRIM,Manual Testing,English,False,True,https://justjoin.it/job-offer/experis-manpower-group-quality-assurance-specialist-sap-brim--wroclaw-testing
Senior Java Developer,25 000,33 000,PLN,iTeamly,Wrocław,Spring Boot,SQL,Java,False,False,https://justjoin.it/job-offer/iteamly-senior-java-developer-wroclaw-java
Senior Data Engineer with Scala,26 000,32 000,PLN,DAC.digital,Poland (Remote),Cloudera,Scala,,True,True,https://justjoin.it/job-offer/dac-digital-senior-data-engineer-with-scala-poland-remote--data
Senior Data Engineer,26 880,27 720,PLN,Avenga,Wrocław,Python / Scala,SQL,Azure Databricks,False,True,https://justjoin.it/job-offer/avenga-senior-data-engineer-wroclaw-data-fc97556e
IT Business Analyst,16 800,22 000,PLN,1dea,Warszawa,BPMN,UML,,False,False,https://justjoin.it/job-offer/1dea-it-business-analyst-warszawa-analytics
Senior Angular Developer,25 000,33 000,PLN,iTeamly,Wrocław,JavaScript,Angular,React,False,False,https://justjoin.it/job-offer/iteamly-senior-angular-developer-wroclaw-javascript
Fullstack Developer (Python + React),24 000,28 600,PLN,1dea,Lublin,Python,AWS,React,False,False,https://justjoin.it/job-offer/1dea-fullstack-developer-python-react--lublin-python
Senior Data Scientist 💼,22 400,33 600,PLN,Adform,Warszawa,Analytical skills,Python,SQL,True,False,https://justjoin.it/job-offer/adform-senior-data-scientist--warszawa-python
